Store,Date,ForecastSales
13,2027-01-03,0.0
13,2027-01-04,3787.3
13,2027-01-05,3788.02
13,2027-01-06,3801.2
13,2027-01-07,3849.27
14,2027-01-01,39.17
14,2027-01-02,3279.25
14,2027-01-03,0.0
14,2027-01-04,3886.91
14,2027-01-05,3864.49
14,2027-01-06,3936.8
14,2027-01-07,3894.14
15,2027-01-01,46.12
15,2027-01-02,3357.86
15,2027-01-03,0.0
15,2027-01-04,3893.85
15,2027-01-05,3950.7
15,2027-01-06,3922.91
15,2027-01-07,3924.55
16,2027-01-01,0.0
16,2027-01-02,3346.64
16,2027-01-03,0.0
16,2027-01-04,4007.26
16,2027-01-05,3995.26
16,2027-01-06,4020.91
16,2027-01-07,4067.76
17,2027-01-01,78.26
17,2027-01-02,3379.33
17,2027-01-03,0.0
17,2027-01-04,4011.16
17,2027-01-05,4000.34
17,2027-01-06,4044.41
17,2027-01-07,3962.02
18,2027-01-01,0.0
18,2027-01-02,3387.59
18,2027-01-03,0.0
18,2027-01-04,4095.11
18,2027-01-05,4038.43
18,2027-01-06,4000.7
18,2027-01-07,4058.59
19,2027-01-01,0.0
19,2027-01-02,3543.25
19,2027-01-03,0.0
19,2027-01-04,4137.51
19,2027-01-05,4139.2
19,2027-01-06,4116.09
19,2027-01-07,4181.45
20,2027-01-01,0.0
20,2027-01-02,3573.78
20,2027-01-03,0.0
20,2027-01-04,4194.88
20,2027-01-05,4187.17
20,2027-01-06,4210.51
20,2027-01-07,4201.96
21,2027-01-01,28.39
21,2027-01-02,3508.59
21,2027-01-03,0.0
21,2027-01-04,4224.18
21,2027-01-05,4161.86
21,2027-01-06,4185.14
21,2027-01-07,4173.48
22,2027-01-01,52.03
22,2027-01-02,3636.77
22,2027-01-03,0.0
22,2027-01-04,4367.12
22,2027-01-05,4300.35
22,2027-01-06,4245.07
22,2027-01-07,4271.06
23,2027-01-01,0.0
23,2027-01-02,3610.17
23,2027-01-03,0.0
23,2027-01-04,4306.76
23,2027-01-05,4270.51
23,2027-01-06,4298.54
23,2027-01-07,4265.91
24,2027-01-01,0.0
24,2027-01-02,3688.94
24,2027-01-03,0.0
24,2027-01-04,4343.04
24,2027-01-05,4335.58
24,2027-01-06,4426.46
24,2027-01-07,4319.09
25,2027-01-01,0.0
25,2027-01-02,3744.29
25,2027-01-03,0.0
25,2027-01-04,4360.24
25,2027-01-05,4344.43
25,2027-01-06,4346.72
25,2027-01-07,4396.29
26,2027-01-01,0.0
26,2027-01-02,3727.32
26,2027-01-03,0.0
26,2027-01-04,4357.63
26,2027-01-05,4418.36
26,2027-01-06,4468.01
26,2027-01-07,4424.0
27,2027-01-01,0.0
27,2027-01-02,3733.67
27,2027-01-03,0.0
27,2027-01-04,4415.16
27,2027-01-05,4437.4
27,2027-01-06,4458.83
27,2027-01-07,4453.44
28,2027-01-01,42.46
28,2027-01-02,3828.14
28,2027-01-03,0.0
28,2027-01-04,4557.2
28,2027-01-05,4501.15
28,2027-01-06,4542.11
28,2027-01-07,4466.59
29,2027-01-01,0.0
29,2027-01-02,3972.99
29,2027-01-03,0.0
29,2027-01-04,4635.78
29,2027-01-05,4658.26
29,2027-01-06,4649.49
29,2027-01-07,4674.53
30,2027-01-01,3.69
30,2027-01-02,3812.6
30,2027-01-03,0.0
30,2027-01-04,4578.76
30,2027-01-05,4650.64
30,2027-01-06,4674.85
30,2027-01-07,4614.21
31,2027-01-01,155.1
31,2027-01-02,4001.1
31,2027-01-03,0.0
31,2027-01-04,4791.44
31,2027-01-05,4742.51
31,2027-01-06,4757.69
31,2027-01-07,4689.93
32,2027-01-01,0.0
32,2027-01-02,4018.4
32,2027-01-03,0.0
32,2027-01-04,4726.14
32,2027-01-05,4894.0
32,2027-01-06,4788.01
32,2027-01-07,4840.84
33,2027-01-01,9.69
33,2027-01-02,3944.1
33,2027-01-03,0.0
33,2027-01-04,4800.29
33,2027-01-05,4678.73
33,2027-01-06,4713.73
33,2027-01-07,4718.13
34,2027-01-01,0.0
34,2027-01-02,4082.01
34,2027-01-03,0.0
34,2027-01-04,4820.56
34,2027-01-05,4859.21
34,2027-01-06,4768.86
34,2027-01-07,4803.67
35,2027-01-01,0.0
35,2027-01-02,4141.98
35,2027-01-03,0.0
35,2027-01-04,4832.65
35,2027-01-05,4888.15
35,2027-01-06,4878.8
35,2027-01-07,4910.78
36,2027-01-01,6.78
36,2027-01-02,4122.18
36,2027-01-03,0.0
36,2027-01-04,4810.62
36,2027-01-05,4828.7
36,2027-01-06,4866.33
36,2027-01-07,4843.17
37,2027-01-01,0.0
37,2027-01-02,4216.13
37,2027-01-03,0.0
37,2027-01-04,4971.7
37,2027-01-05,4977.18
37,2027-01-06,5002.44
37,2027-01-07,4988.99
38,2027-01-01,0.0
38,2027-01-02,4179.69
38,2027-01-03,0.0
38,2027-01-04,4919.2
38,2027-01-05,4936.36
38,2027-01-06,4938.67
38,2027-01-07,4941.73
39,2027-01-01,0.0
39,2027-01-02,4208.94
39,2027-01-03,0.0
39,2027-01-04,5023.38
39,2027-01-05,4985.71
39,2027-01-06,5034.94
39,2027-01-07,5055.79
40,2027-01-01,3.01
40,2027-01-02,4246.72
40,2027-01-03,0.0
40,2027-01-04,4999.39
40,2027-01-05,4991.87
40,2027-01-06,5025.96
40,2027-01-07,5005.53
41,2027-01-01,0.0
41,2027-01-02,4314.72
41,2027-01-03,0.0
41,2027-01-04,5072.96
41,2027-01-05,5121.82
41,2027-01-06,5085.28
41,2027-01-07,5117.68
42,2027-01-01,0.0
42,2027-01-02,4371.57
42,2027-01-03,0.0
42,2027-01-04,5138.41
42,2027-01-05,5197.03
42,2027-01-06,5175.5
42,2027-01-07,5237.76
43,2027-01-01,0.0
43,2027-01-02,4375.6
43,2027-01-03,0.0
43,2027-01-04,5147.78
43,2027-01-05,5151.28
43,2027-01-06,5252.03
43,2027-01-07,5193.92
44,2027-01-01,0.0
44,2027-01-02,4435.39
44,2027-01-03,0.0
44,2027-01-04,5238.81
44,2027-01-05,5286.94
44,2027-01-06,5348.93
44,2027-01-07,5308.39
45,2027-01-01,0.0
45,2027-01-02,4351.74
45,2027-01-03,0.0
45,2027-01-04,5204.54
45,2027-01-05,5212.9
45,2027-01-06,5250.41
45,2027-01-07,5264.95
46,2027-01-01,0.0
46,2027-01-02,4474.58
46,2027-01-03,0.0
46,2027-01-04,5318.01
46,2027-01-05,5316.97
46,2027-01-06,5371.37
46,2027-01-07,5363.21
47,2027-01-01,0.0
47,2027-01-02,4534.95
47,2027-01-03,0.0
47,2027-01-04,5284.23
47,2027-01-05,5366.05
47,2027-01-06,5310.84
47,2027-01-07,5376.79
48,2027-01-01,0.0
48,2027-01-02,4521.72
48,2027-01-03,0.0
48,2027-01-04,5359.23
48,2027-01-05,5363.0
48,2027-01-06,5412.09
48,2027-01-07,5378.46
49,2027-01-01,0.0
49,2027-01-02,4516.32
49,2027-01-03,0.0
49,2027-01-04,5339.62
49,2027-01-05,5381.4
49,2027-01-06,5366.51
49,2027-01-07,5365.03
50,2027-01-01,66.38
50,2027-01-02,4538.23
50,2027-01-03,0.0
50,2027-01-04,5378.59
50,2027-01-05,5337.25
50,2027-01-06,5336.39
50,2027-01-07,5314.96
