Store,Date,ForecastSales
31,2026-01-03,8425.69
32,2026-01-03,8859.14
33,2026-01-03,8974.69
34,2026-01-03,11416.21
35,2026-01-03,6356.31
36,2026-01-03,5073.56
37,2026-01-03,6041.5
38,2026-01-03,7365.61
39,2026-01-03,8963.15
40,2026-01-03,5001.13
41,2026-01-03,5498.06
42,2026-01-03,7418.92
43,2026-01-03,9136.83
44,2026-01-03,6144.83
45,2026-01-03,8106.34
46,2026-01-03,3246.52
47,2026-01-03,5038.44
48,2026-01-03,5921.25
49,2026-01-03,4885.97
50,2026-01-03,10274.05
1,2026-01-04,4346.07
2,2026-01-04,1960.47
3,2026-01-04,2475.19
4,2026-01-04,7941.04
5,2026-01-04,1991.04
6,2026-01-04,211.21
7,2026-01-04,1651.47
8,2026-01-04,3906.5
9,2026-01-04,3139.46
10,2026-01-04,7568.71
11,2026-01-04,11855.43
12,2026-01-04,1354.27
13,2026-01-04,5900.96
14,2026-01-04,1743.64
15,2026-01-04,1903.32
16,2026-01-04,6299.03
17,2026-01-04,4244.06
18,2026-01-04,6928.11
19,2026-01-04,3200.54
20,2026-01-04,2001.86
21,2026-01-04,911.86
22,2026-01-04,3708.78
23,2026-01-04,828.25
24,2026-01-04,3795.51
25,2026-01-04,1102.51
26,2026-01-04,4429.65
27,2026-01-04,6082.8
28,2026-01-04,1877.1
29,2026-01-04,3326.33
30,2026-01-04,1281.06
31,2026-01-04,5251.29
32,2026-01-04,7994.09
33,2026-01-04,1029.1
34,2026-01-04,7481.04
35,2026-01-04,2050.46
36,2026-01-04,2145.66
37,2026-01-04,5377.02
38,2026-01-04,5882.16
39,2026-01-04,1976.12
40,2026-01-04,1909.1
41,2026-01-04,4414.9
42,2026-01-04,775.33
43,2026-01-04,5269.93
44,2026-01-04,4940.78
45,2026-01-04,7039.72
46,2026-01-04,766.81
47,2026-01-04,777.13
48,2026-01-04,4259.93
49,2026-01-04,3764.37
50,2026-01-04,9617.51
1,2026-01-05,4015.24
2,2026-01-05,2256.12
3,2026-01-05,7963.55
4,2026-01-05,8780.81
5,2026-01-05,3781.13
6,2026-01-05,8646.82
7,2026-01-05,19911.71
8,2026-01-05,16794.01
9,2026-01-05,4875.28
10,2026-01-05,3560.89
11,2026-01-05,8071.47
12,2026-01-05,10650.33
13,2026-01-05,4100.4
14,2026-01-05,22186.94
15,2026-01-05,6994.82
16,2026-01-05,3714.9
17,2026-01-05,2883.49
18,2026-01-05,9461.18
19,2026-01-05,7486.43
20,2026-01-05,3770.76
21,2026-01-05,5276.2
22,2026-01-05,17071.45
23,2026-01-05,7062.76
24,2026-01-05,10462.79
25,2026-01-05,8978.18
26,2026-01-05,3488.89
27,2026-01-05,9600.48
28,2026-01-05,5817.4
29,2026-01-05,5421.27
30,2026-01-05,2390.22
31,2026-01-05,7219.08
32,2026-01-05,7865.6
33,2026-01-05,6018.55
34,2026-01-05,12401.31
35,2026-01-05,6581.89
36,2026-01-05,3613.12
37,2026-01-05,4024.38
38,2026-01-05,6110.08
39,2026-01-05,4443.03
40,2026-01-05,5210.81
41,2026-01-05,4148.58
42,2026-01-05,11444.5
43,2026-01-05,7272.91
44,2026-01-05,3655.35
45,2026-01-05,4937.91
46,2026-01-05,3916.09
47,2026-01-05,18448.35
48,2026-01-05,3300.65
49,2026-01-05,4573.66
50,2026-01-05,5361.31
1,2026-01-06,5458.29
2,2026-01-06,8319.03
3,2026-01-06,4057.01
4,2026-01-06,13123.71
5,2026-01-06,16549.88
6,2026-01-06,5958.83
7,2026-01-06,11575.23
8,2026-01-06,11372.07
9,2026-01-06,12051.85
10,2026-01-06,7004.89
11,2026-01-06,17135.85
12,2026-01-06,6085.03
13,2026-01-06,6723.5
14,2026-01-06,12189.05
15,2026-01-06,6867.27
16,2026-01-06,14862.81
17,2026-01-06,4693.25
18,2026-01-06,10878.71
19,2026-01-06,5228.58
20,2026-01-06,4868.32
21,2026-01-06,14456.34
22,2026-01-06,10658.5
23,2026-01-06,5801.4
24,2026-01-06,17996.24
25,2026-01-06,5215.44
26,2026-01-06,5253.72
27,2026-01-06,7466.15
28,2026-01-06,7694.38
29,2026-01-06,11907.89
30,2026-01-06,8933.74
31,2026-01-06,18079.02
32,2026-01-06,9653.66
33,2026-01-06,4358.39
34,2026-01-06,10262.9
35,2026-01-06,5289.81
36,2026-01-06,7857.69
37,2026-01-06,7389.61
38,2026-01-06,6575.67
39,2026-01-06,8320.53
40,2026-01-06,4722.54
41,2026-01-06,9489.36
42,2026-01-06,7920.83
43,2026-01-06,4542.08
44,2026-01-06,5721.17
45,2026-01-06,10020.8
46,2026-01-06,2655.83
47,2026-01-06,13965.37
48,2026-01-06,4140.21
49,2026-01-06,7172.1
50,2026-01-06,8425.44
1,2026-01-07,4387.59
2,2026-01-07,9148.54
3,2026-01-07,3679.91
4,2026-01-07,10044.07
5,2026-01-07,13009.05
6,2026-01-07,4447.62
7,2026-01-07,9466.29
8,2026-01-07,9207.27
9,2026-01-07,10338.72
10,2026-01-07,6251.14
11,2026-01-07,12416.33
12,2026-01-07,4772.41
13,2026-01-07,6327.06
14,2026-01-07,10069.61
15,2026-01-07,5228.1
16,2026-01-07,13472.17
17,2026-01-07,4196.13
18,2026-01-07,9778.42
19,2026-01-07,4927.7
20,2026-01-07,3694.75
21,2026-01-07,18258.96
22,2026-01-07,7282.67
23,2026-01-07,5862.31
24,2026-01-07,10600.56
25,2026-01-07,3575.95
26,2026-01-07,4366.53
27,2026-01-07,5780.58
28,2026-01-07,8578.04
29,2026-01-07,8865.47
30,2026-01-07,6263.82
31,2026-01-07,11722.49
32,2026-01-07,8556.29
33,2026-01-07,4884.01
34,2026-01-07,7992.5
35,2026-01-07,5121.48
36,2026-01-07,7859.81
37,2026-01-07,5985.48
38,2026-01-07,5228.01
39,2026-01-07,8016.97
40,2026-01-07,3898.35
41,2026-01-07,6633.92
42,2026-01-07,8034.53
43,2026-01-07,4795.67
44,2026-01-07,4489.56
45,2026-01-07,8233.69
46,2026-01-07,2858.49
47,2026-01-07,11227.78
48,2026-01-07,3730.88
49,2026-01-07,5273.72
50,2026-01-07,6515.18
