Date,Store_ID,SKU_ID,Sales_Units,Revenue,Promo_Flag,Holiday_Flag
2026-07-21,STR-103,SKU-8821,172,1074.54,1,0
2026-07-21,STR-103,SKU-9943,175,2837.86,0,0
2026-07-21,STR-103,SKU-7732,78,491.06,0,0
2026-07-21,STR-103,SKU-4412,103,1606.11,0,0
2026-07-21,STR-104,SKU-8821,118,2600.16,0,0
2026-07-21,STR-104,SKU-9943,132,2582.57,0,0
2026-07-21,STR-104,SKU-7732,151,3197.95,0,0
2026-07-21,STR-104,SKU-4412,126,2834.38,1,0
2026-07-21,STR-105,SKU-8821,86,1110.46,0,0
2026-07-21,STR-105,SKU-9943,188,1925.01,1,0
2026-07-21,STR-105,SKU-7732,83,419.58,0,0
2026-07-21,STR-105,SKU-4412,63,416.68,0,0
2026-07-22,STR-101,SKU-8821,155,1120.42,0,0
2026-07-22,STR-101,SKU-9943,201,2656.46,0,0
2026-07-22,STR-101,SKU-7732,71,528.38,0,0
2026-07-22,STR-101,SKU-4412,70,644.78,0,0
2026-07-22,STR-102,SKU-8821,55,328.52,0,0
2026-07-22,STR-102,SKU-9943,77,844.5,0,0
2026-07-22,STR-102,SKU-7732,164,706.17,0,0
2026-07-22,STR-102,SKU-4412,213,1102.5,1,0
2026-07-22,STR-103,SKU-8821,265,1259.31,1,0
2026-07-22,STR-103,SKU-9943,185,3485.27,0,0
2026-07-22,STR-103,SKU-7732,77,854.29,0,0
2026-07-22,STR-103,SKU-4412,151,1670.47,0,0
2026-07-22,STR-104,SKU-8821,174,739.85,0,0
2026-07-22,STR-104,SKU-9943,168,3671.09,0,0
2026-07-22,STR-104,SKU-7732,135,769.1,0,0
2026-07-22,STR-104,SKU-4412,135,1143.54,0,0
2026-07-22,STR-105,SKU-8821,107,418.53,0,0
2026-07-22,STR-105,SKU-9943,78,796.67,0,0
2026-07-22,STR-105,SKU-7732,200,3133.73,0,0
2026-07-22,STR-105,SKU-4412,182,2496.69,0,0
2026-07-23,STR-101,SKU-8821,136,2112.11,0,0
2026-07-23,STR-101,SKU-9943,117,715.5,0,0
2026-07-23,STR-101,SKU-7732,105,1757.84,0,0
2026-07-23,STR-101,SKU-4412,104,2467.25,0,0
2026-07-23,STR-102,SKU-8821,82,458.1,0,0
2026-07-23,STR-102,SKU-9943,84,570.69,0,0
2026-07-23,STR-102,SKU-7732,91,641.93,0,0
2026-07-23,STR-102,SKU-4412,114,1624.78,1,0
2026-07-23,STR-103,SKU-8821,216,1252.11,0,0
2026-07-23,STR-103,SKU-9943,214,4545.98,0,0
2026-07-23,STR-103,SKU-7732,146,1022.47,1,0
2026-07-23,STR-103,SKU-4412,207,3087.12,0,0
2026-07-23,STR-104,SKU-8821,90,1734.71,0,0
2026-07-23,STR-104,SKU-9943,98,1197.7,0,0
2026-07-23,STR-104,SKU-7732,83,485.89,0,0
2026-07-23,STR-104,SKU-4412,91,1402.8,0,0
2026-07-23,STR-105,SKU-8821,126,1816.68,0,0
2026-07-23,STR-105,SKU-9943,100,625.55,0,0
2026-07-23,STR-105,SKU-7732,218,2203.6,0,0
2026-07-23,STR-105,SKU-4412,145,2533.27,1,0
2026-07-24,STR-101,SKU-8821,207,2725.63,1,0
2026-07-24,STR-101,SKU-9943,102,2300.65,0,0
2026-07-24,STR-101,SKU-7732,273,1651.13,1,0
2026-07-24,STR-101,SKU-4412,208,1500.78,0,0
2026-07-24,STR-102,SKU-8821,173,2642.87,0,0
2026-07-24,STR-102,SKU-9943,125,2475.37,1,0
2026-07-24,STR-102,SKU-7732,69,473.85,0,0
2026-07-24,STR-102,SKU-4412,219,3114.8,1,0
2026-07-24,STR-103,SKU-8821,197,2274.39,0,0
2026-07-24,STR-103,SKU-9943,179,2009.7,1,0
2026-07-24,STR-103,SKU-7732,94,1769.64,0,0
2026-07-24,STR-103,SKU-4412,81,1777.24,0,0
2026-07-24,STR-104,SKU-8821,137,3025.33,0,0
2026-07-24,STR-104,SKU-9943,61,1388.76,0,0
2026-07-24,STR-104,SKU-7732,100,635.51,0,0
2026-07-24,STR-104,SKU-4412,211,3045.99,1,0
2026-07-24,STR-105,SKU-8821,241,1592.85,1,0
2026-07-24,STR-105,SKU-9943,84,1575.08,0,0
2026-07-24,STR-105,SKU-7732,142,2716.52,0,0
2026-07-24,STR-105,SKU-4412,161,3274.06,1,0
2026-07-25,STR-101,SKU-8821,192,1173.8,0,1
2026-07-25,STR-101,SKU-9943,183,1202.92,0,1
2026-07-25,STR-101,SKU-7732,170,3104.33,0,1
2026-07-25,STR-101,SKU-4412,164,2398.64,0,1
2026-07-25,STR-102,SKU-8821,102,736.72,0,1
2026-07-25,STR-102,SKU-9943,205,2402.08,1,1
2026-07-25,STR-102,SKU-7732,210,1395.18,0,1
2026-07-25,STR-102,SKU-4412,131,2100.56,0,1
2026-07-25,STR-103,SKU-8821,196,4431.25,0,1
2026-07-25,STR-103,SKU-9943,165,3697.85,0,1
2026-07-25,STR-103,SKU-7732,67,1026.03,0,1
2026-07-25,STR-103,SKU-4412,116,2157.26,0,1
2026-07-25,STR-104,SKU-8821,266,3389.43,1,1
2026-07-25,STR-104,SKU-9943,217,4491.34,0,1
2026-07-25,STR-104,SKU-7732,205,4373.24,0,1
2026-07-25,STR-104,SKU-4412,146,1705.22,0,1
2026-07-25,STR-105,SKU-8821,100,1995.85,0,1
2026-07-25,STR-105,SKU-9943,100,1166.25,0,1
2026-07-25,STR-105,SKU-7732,205,2173.02,0,1
2026-07-25,STR-105,SKU-4412,172,2196.52,0,1
2026-07-26,STR-101,SKU-8821,121,772.9,0,1
2026-07-26,STR-101,SKU-9943,129,1559.35,0,1
2026-07-26,STR-101,SKU-7732,165,2541.34,1,1
2026-07-26,STR-101,SKU-4412,42,718.31,0,1
2026-07-26,STR-102,SKU-8821,212,1388.09,0,1
2026-07-26,STR-102,SKU-9943,55,1316.48,0,1
2026-07-26,STR-102,SKU-7732,147,716.63,0,1
2026-07-26,STR-102,SKU-4412,77,1687.08,0,1
2026-07-26,STR-103,SKU-8821,74,314.45,0,1
2026-07-26,STR-103,SKU-9943,141,683.43,0,1
2026-07-26,STR-103,SKU-7732,181,2579.25,1,1
2026-07-26,STR-103,SKU-4412,112,1676.93,0,1
2026-07-26,STR-104,SKU-8821,72,1524.0,0,1
2026-07-26,STR-104,SKU-9943,167,1511.39,1,1
2026-07-26,STR-104,SKU-7732,113,454.31,0,1
2026-07-26,STR-104,SKU-4412,168,2857.33,0,1
2026-07-26,STR-105,SKU-8821,79,650.73,0,1
2026-07-26,STR-105,SKU-9943,43,242.27,0,1
2026-07-26,STR-105,SKU-7732,132,2228.33,1,1
2026-07-26,STR-105,SKU-4412,57,483.65,0,1
2026-07-27,STR-101,SKU-8821,194,3980.78,0,0
2026-07-27,STR-101,SKU-9943,160,1232.35,0,0
2026-07-27,STR-101,SKU-7732,201,757.07,0,0
2026-07-27,STR-101,SKU-4412,77,311.38,0,0
2026-07-27,STR-102,SKU-8821,144,1748.05,0,0
2026-07-27,STR-102,SKU-9943,247,2595.29,1,0
2026-07-27,STR-102,SKU-7732,108,1684.91,0,0
2026-07-27,STR-102,SKU-4412,152,1807.73,0,0
2026-07-27,STR-103,SKU-8821,118,1125.31,0,0
2026-07-27,STR-103,SKU-9943,237,1510.24,1,0
2026-07-27,STR-103,SKU-7732,187,4083.77,1,0
2026-07-27,STR-103,SKU-4412,176,697.07,1,0
2026-07-27,STR-104,SKU-8821,137,2258.62,0,0
2026-07-27,STR-104,SKU-9943,65,1340.04,0,0
2026-07-27,STR-104,SKU-7732,194,1361.77,1,0
2026-07-27,STR-104,SKU-4412,43,956.45,0,0
2026-07-27,STR-105,SKU-8821,143,1303.89,0,0
2026-07-27,STR-105,SKU-9943,157,3220.02,0,0
2026-07-27,STR-105,SKU-7732,41,258.55,0,0
2026-07-27,STR-105,SKU-4412,257,4046.97,1,0
2026-07-28,STR-101,SKU-8821,159,1128.12,0,0
2026-07-28,STR-101,SKU-9943,175,1987.01,1,0
2026-07-28,STR-101,SKU-7732,48,331.62,0,0
2026-07-28,STR-101,SKU-4412,54,856.69,0,0
2026-07-28,STR-102,SKU-8821,110,1036.0,0,0
2026-07-28,STR-102,SKU-9943,169,1620.88,0,0
2026-07-28,STR-102,SKU-7732,125,2138.16,0,0
2026-07-28,STR-102,SKU-4412,231,1826.35,1,0
2026-07-28,STR-103,SKU-8821,87,1365.82,0,0
2026-07-28,STR-103,SKU-9943,129,2029.85,0,0
2026-07-28,STR-103,SKU-7732,178,1011.98,0,0
2026-07-28,STR-103,SKU-4412,171,2335.44,0,0
2026-07-28,STR-104,SKU-8821,118,1009.05,0,0
2026-07-28,STR-104,SKU-9943,243,4311.13,1,0
2026-07-28,STR-104,SKU-7732,146,1591.39,0,0
2026-07-28,STR-104,SKU-4412,205,1292.48,0,0
2026-07-28,STR-105,SKU-8821,180,1313.14,1,0
2026-07-28,STR-105,SKU-9943,197,3646.59,0,0
2026-07-28,STR-105,SKU-7732,218,3856.78,1,0
2026-07-28,STR-105,SKU-4412,144,1948.78,1,0
2026-07-29,STR-101,SKU-8821,217,4959.15,0,0
2026-07-29,STR-101,SKU-9943,167,3752.09,0,0
2026-07-29,STR-101,SKU-7732,142,3161.99,0,0
2026-07-29,STR-101,SKU-4412,165,1583.28,0,0
2026-07-29,STR-102,SKU-8821,274,6262.94,1,0
2026-07-29,STR-102,SKU-9943,195,4058.59,0,0
2026-07-29,STR-102,SKU-7732,189,804.89,0,0
2026-07-29,STR-102,SKU-4412,81,483.7,0,0
2026-07-29,STR-103,SKU-8821,165,1727.13,0,0
2026-07-29,STR-103,SKU-9943,51,508.14,0,0
2026-07-29,STR-103,SKU-7732,182,1826.27,0,0
2026-07-29,STR-103,SKU-4412,199,3208.91,0,0
2026-07-29,STR-104,SKU-8821,44,938.83,0,0
2026-07-29,STR-104,SKU-9943,197,2825.61,0,0
2026-07-29,STR-104,SKU-7732,243,5821.71,1,0
2026-07-29,STR-104,SKU-4412,178,2089.65,0,0
2026-07-29,STR-105,SKU-8821,152,3254.38,0,0
2026-07-29,STR-105,SKU-9943,238,2871.28,1,0
2026-07-29,STR-105,SKU-7732,172,1443.93,0,0
2026-07-29,STR-105,SKU-4412,103,967.01,0,0
2026-07-30,STR-101,SKU-8821,82,357.76,0,0
2026-07-30,STR-101,SKU-9943,217,2662.45,0,0
2026-07-30,STR-101,SKU-7732,162,1291.82,0,0
2026-07-30,STR-101,SKU-4412,241,1285.24,1,0
2026-07-30,STR-102,SKU-8821,198,4527.67,0,0
2026-07-30,STR-102,SKU-9943,150,1038.63,0,0
2026-07-30,STR-102,SKU-7732,141,3218.47,1,0
2026-07-30,STR-102,SKU-4412,149,2087.51,0,0
2026-07-30,STR-103,SKU-8821,71,569.42,0,0
2026-07-30,STR-103,SKU-9943,180,1921.96,0,0
2026-07-30,STR-103,SKU-7732,214,4626.17,0,0
2026-07-30,STR-103,SKU-4412,279,1971.09,1,0
2026-07-30,STR-104,SKU-8821,176,3127.24,0,0
2026-07-30,STR-104,SKU-9943,186,1506.79,0,0
2026-07-30,STR-104,SKU-7732,136,2129.12,0,0
2026-07-30,STR-104,SKU-4412,56,1203.33,0,0
2026-07-30,STR-105,SKU-8821,63,1368.32,0,0
2026-07-30,STR-105,SKU-9943,255,5124.25,1,0
2026-07-30,STR-105,SKU-7732,139,734.37,0,0
2026-07-30,STR-105,SKU-4412,107,944.27,0,0
2026-07-31,STR-101,SKU-8821,129,665.83,0,0
2026-07-31,STR-101,SKU-9943,162,819.83,0,0
2026-07-31,STR-101,SKU-7732,189,2523.53,1,0
2026-07-31,STR-101,SKU-4412,188,1998.46,0,0
2026-07-31,STR-102,SKU-8821,141,1265.35,0,0
2026-07-31,STR-102,SKU-9943,243,4130.58,1,0
2026-07-31,STR-102,SKU-7732,256,4613.49,1,0
2026-07-31,STR-102,SKU-4412,225,3924.65,1,0
2026-07-31,STR-103,SKU-8821,175,1181.5,0,0
2026-07-31,STR-103,SKU-9943,256,1049.49,1,0
2026-07-31,STR-103,SKU-7732,123,1275.5,1,0
2026-07-31,STR-103,SKU-4412,68,1378.25,0,0
2026-07-31,STR-104,SKU-8821,191,693.5,1,0
2026-07-31,STR-104,SKU-9943,151,3565.76,0,0
2026-07-31,STR-104,SKU-7732,86,1418.75,0,0
2026-07-31,STR-104,SKU-4412,180,1024.76,0,0
2026-07-31,STR-105,SKU-8821,197,4578.54,1,0
2026-07-31,STR-105,SKU-9943,153,3458.81,0,0
2026-07-31,STR-105,SKU-7732,208,3661.14,0,0
2026-07-31,STR-105,SKU-4412,94,1693.65,0,0
2026-08-01,STR-101,SKU-8821,144,1525.05,0,1
2026-08-01,STR-101,SKU-9943,48,1025.59,0,1
2026-08-01,STR-101,SKU-7732,274,5169.79,1,1
2026-08-01,STR-101,SKU-4412,176,704.71,0,1
2026-08-01,STR-102,SKU-8821,98,1324.68,0,1
2026-08-01,STR-102,SKU-9943,222,2806.3,1,1
2026-08-01,STR-102,SKU-7732,219,2679.84,0,1
2026-08-01,STR-102,SKU-4412,69,1365.76,0,1
2026-08-01,STR-103,SKU-8821,79,409.92,0,1
2026-08-01,STR-103,SKU-9943,157,1428.99,0,1
2026-08-01,STR-103,SKU-7732,127,1570.08,1,1
2026-08-01,STR-103,SKU-4412,175,2903.21,1,1
2026-08-01,STR-104,SKU-8821,89,2106.77,0,1
2026-08-01,STR-104,SKU-9943,200,1642.81,0,1
2026-08-01,STR-104,SKU-7732,45,758.66,0,1
2026-08-01,STR-104,SKU-4412,195,2574.16,0,1
2026-08-01,STR-105,SKU-8821,133,2833.8,1,1
2026-08-01,STR-105,SKU-9943,238,4954.7,1,1
2026-08-01,STR-105,SKU-7732,212,1312.39,1,1
2026-08-01,STR-105,SKU-4412,205,3308.97,0,1
2026-08-02,STR-101,SKU-8821,186,1098.3,1,1
2026-08-02,STR-101,SKU-9943,163,2008.37,0,1
2026-08-02,STR-101,SKU-7732,128,616.48,0,1
2026-08-02,STR-101,SKU-4412,88,1746.8,0,1
2026-08-02,STR-102,SKU-8821,121,452.32,0,1
2026-08-02,STR-102,SKU-9943,110,1467.26,0,1
2026-08-02,STR-102,SKU-7732,92,1632.74,0,1
2026-08-02,STR-102,SKU-4412,240,1034.92,1,1
2026-08-02,STR-103,SKU-8821,58,490.79,0,1
2026-08-02,STR-103,SKU-9943,125,1715.9,1,1
2026-08-02,STR-103,SKU-7732,166,2485.48,0,1
2026-08-02,STR-103,SKU-4412,98,1383.08,0,1
2026-08-02,STR-104,SKU-8821,103,430.61,0,1
2026-08-02,STR-104,SKU-9943,111,690.49,0,1
2026-08-02,STR-104,SKU-7732,164,3265.57,0,1
2026-08-02,STR-104,SKU-4412,70,395.05,0,1
2026-08-02,STR-105,SKU-8821,167,692.64,0,1
2026-08-02,STR-105,SKU-9943,109,1591.03,1,1
2026-08-02,STR-105,SKU-7732,196,3555.2,0,1
2026-08-02,STR-105,SKU-4412,161,3252.83,1,1
2026-08-03,STR-101,SKU-8821,201,2959.85,0,0
2026-08-03,STR-101,SKU-9943,181,3021.5,1,0
2026-08-03,STR-101,SKU-7732,171,884.65,0,0
2026-08-03,STR-101,SKU-4412,84,568.74,0,0
2026-08-03,STR-102,SKU-8821,139,3267.23,1,0
2026-08-03,STR-102,SKU-9943,72,1417.59,0,0
2026-08-03,STR-102,SKU-7732,129,1920.16,0,0
2026-08-03,STR-102,SKU-4412,81,1937.91,0,0
2026-08-03,STR-103,SKU-8821,217,1647.16,1,0
2026-08-03,STR-103,SKU-9943,52,214.68,0,0
2026-08-03,STR-103,SKU-7732,123,2619.85,0,0
2026-08-03,STR-103,SKU-4412,173,2114.51,0,0
2026-08-03,STR-104,SKU-8821,106,2517.16,0,0
2026-08-03,STR-104,SKU-9943,196,3011.12,0,0
2026-08-03,STR-104,SKU-7732,170,2291.04,0,0
2026-08-03,STR-104,SKU-4412,262,3182.06,1,0
2026-08-03,STR-105,SKU-8821,146,3241.7,0,0
2026-08-03,STR-105,SKU-9943,152,2499.94,0,0
2026-08-03,STR-105,SKU-7732,63,1144.99,0,0
2026-08-03,STR-105,SKU-4412,132,1104.79,1,0
2026-08-04,STR-101,SKU-8821,132,2773.97,1,0
2026-08-04,STR-101,SKU-9943,84,1793.43,0,0
2026-08-04,STR-101,SKU-7732,132,1434.09,0,0
2026-08-04,STR-101,SKU-4412,69,794.68,0,0
2026-08-04,STR-102,SKU-8821,146,2476.61,1,0
2026-08-04,STR-102,SKU-9943,179,1106.74,0,0
2026-08-04,STR-102,SKU-7732,181,1509.37,1,0
2026-08-04,STR-102,SKU-4412,70,990.88,0,0
2026-08-04,STR-103,SKU-8821,189,2330.97,0,0
2026-08-04,STR-103,SKU-9943,151,2716.33,0,0
2026-08-04,STR-103,SKU-7732,70,297.62,0,0
2026-08-04,STR-103,SKU-4412,159,2103.56,0,0
2026-08-04,STR-104,SKU-8821,245,3797.44,1,0
2026-08-04,STR-104,SKU-9943,137,793.83,1,0
2026-08-04,STR-104,SKU-7732,50,719.45,0,0
2026-08-04,STR-104,SKU-4412,107,642.35,1,0
2026-08-04,STR-105,SKU-8821,208,2076.09,0,0
2026-08-04,STR-105,SKU-9943,47,307.43,0,0
2026-08-04,STR-105,SKU-7732,273,983.15,1,0
2026-08-04,STR-105,SKU-4412,215,4577.85,1,0
2026-08-05,STR-101,SKU-8821,132,1784.82,0,0
2026-08-05,STR-101,SKU-9943,65,267.44,0,0
2026-08-05,STR-101,SKU-7732,166,1267.91,0,0
2026-08-05,STR-101,SKU-4412,214,1160.94,0,0
2026-08-05,STR-102,SKU-8821,119,2534.33,0,0
2026-08-05,STR-102,SKU-9943,164,3391.74,0,0
2026-08-05,STR-102,SKU-7732,222,3039.64,1,0
2026-08-05,STR-102,SKU-4412,196,2978.71,0,0
2026-08-05,STR-103,SKU-8821,207,3650.51,0,0
2026-08-05,STR-103,SKU-9943,78,1326.56,0,0
2026-08-05,STR-103,SKU-7732,157,892.57,0,0
2026-08-05,STR-103,SKU-4412,219,982.95,0,0
2026-08-05,STR-104,SKU-8821,173,3693.63,1,0
2026-08-05,STR-104,SKU-9943,202,3764.92,1,0
2026-08-05,STR-104,SKU-7732,172,1755.12,1,0
2026-08-05,STR-104,SKU-4412,185,3538.47,0,0
2026-08-05,STR-105,SKU-8821,178,3607.28,1,0
2026-08-05,STR-105,SKU-9943,138,499.29,0,0
2026-08-05,STR-105,SKU-7732,105,1220.26,0,0
2026-08-05,STR-105,SKU-4412,109,1384.11,0,0
2026-08-06,STR-101,SKU-8821,107,873.02,0,0
2026-08-06,STR-101,SKU-9943,148,2545.36,0,0
2026-08-06,STR-101,SKU-7732,123,1388.13,0,0
2026-08-06,STR-101,SKU-4412,193,2571.38,1,0
2026-08-06,STR-102,SKU-8821,101,1140.7,0,0
2026-08-06,STR-102,SKU-9943,144,2079.19,0,0
2026-08-06,STR-102,SKU-7732,177,3569.42,0,0
2026-08-06,STR-102,SKU-4412,211,817.37,0,0
2026-08-06,STR-103,SKU-8821,41,687.7,0,0
2026-08-06,STR-103,SKU-9943,143,3218.1,1,0
2026-08-06,STR-103,SKU-7732,208,2227.32,0,0
2026-08-06,STR-103,SKU-4412,127,1113.02,0,0
2026-08-06,STR-104,SKU-8821,95,1896.39,0,0
2026-08-06,STR-104,SKU-9943,96,1537.14,0,0
2026-08-06,STR-104,SKU-7732,89,1066.02,0,0
2026-08-06,STR-104,SKU-4412,72,1257.33,0,0
2026-08-06,STR-105,SKU-8821,134,2416.75,0,0
2026-08-06,STR-105,SKU-9943,142,1243.85,0,0
2026-08-06,STR-105,SKU-7732,187,3744.27,1,0
2026-08-06,STR-105,SKU-4412,47,774.54,0,0
2026-08-07,STR-101,SKU-8821,208,4221.02,1,0
2026-08-07,STR-101,SKU-9943,141,1106.42,1,0
2026-08-07,STR-101,SKU-7732,113,2341.04,0,0
2026-08-07,STR-101,SKU-4412,163,1362.0,1,0
2026-08-07,STR-102,SKU-8821,149,3034.18,1,0
2026-08-07,STR-102,SKU-9943,160,873.36,0,0
2026-08-07,STR-102,SKU-7732,121,1878.58,0,0
2026-08-07,STR-102,SKU-4412,172,3644.22,0,0
2026-08-07,STR-103,SKU-8821,57,227.12,0,0
2026-08-07,STR-103,SKU-9943,149,2191.39,0,0
2026-08-07,STR-103,SKU-7732,110,1725.54,0,0
2026-08-07,STR-103,SKU-4412,217,1366.45,0,0
2026-08-07,STR-104,SKU-8821,112,1375.15,0,0
2026-08-07,STR-104,SKU-9943,164,3906.6,0,0
2026-08-07,STR-104,SKU-7732,58,1064.24,0,0
2026-08-07,STR-104,SKU-4412,89,456.4,0,0
2026-08-07,STR-105,SKU-8821,200,1486.66,0,0
2026-08-07,STR-105,SKU-9943,80,862.19,0,0
2026-08-07,STR-105,SKU-7732,133,649.85,0,0
2026-08-07,STR-105,SKU-4412,142,2068.97,1,0
2026-08-08,STR-101,SKU-8821,217,3130.36,1,1
2026-08-08,STR-101,SKU-9943,99,1705.22,0,1
2026-08-08,STR-101,SKU-7732,219,3270.67,1,1
2026-08-08,STR-101,SKU-4412,123,582.15,0,1
2026-08-08,STR-102,SKU-8821,212,1503.87,0,1
2026-08-08,STR-102,SKU-9943,76,1100.82,0,1
2026-08-08,STR-102,SKU-7732,121,2299.16,0,1
2026-08-08,STR-102,SKU-4412,159,3149.27,0,1
2026-08-08,STR-103,SKU-8821,142,1659.41,1,1
2026-08-08,STR-103,SKU-9943,218,4905.77,0,1
2026-08-08,STR-103,SKU-7732,191,2708.31,0,1
2026-08-08,STR-103,SKU-4412,56,1063.05,0,1
2026-08-08,STR-104,SKU-8821,188,3671.94,0,1
2026-08-08,STR-104,SKU-9943,46,446.85,0,1
2026-08-08,STR-104,SKU-7732,104,550.85,0,1
2026-08-08,STR-104,SKU-4412,199,1942.89,1,1
2026-08-08,STR-105,SKU-8821,120,1897.46,0,1
2026-08-08,STR-105,SKU-9943,205,2805.99,0,1
2026-08-08,STR-105,SKU-7732,253,1966.94,1,1
2026-08-08,STR-105,SKU-4412,120,2430.93,1,1
2026-08-09,STR-101,SKU-8821,198,4216.44,0,1
2026-08-09,STR-101,SKU-9943,242,2358.51,1,1
2026-08-09,STR-101,SKU-7732,112,790.41,0,1
2026-08-09,STR-101,SKU-4412,102,2397.0,0,1
2026-08-09,STR-102,SKU-8821,188,1168.75,0,1
2026-08-09,STR-102,SKU-9943,266,3586.95,1,1
2026-08-09,STR-102,SKU-7732,177,1253.9,0,1
